c_id,semester,course_year,s_id,grade,ex_grade,moedAgrade,moedBgrade
52861,1,2018,5578043,87.6,85,89,-1
92893,2,2003,6944901,77.60000000000001,76,78,-1
51050,1,2009,7159795,65.85,65,66,-1
79007,2,2017,9148784,64.1,65,65,64
26838,2,2000,2765509,73.25,65,76,-1
98403,1,2010,7341837,78.9,87,42,78
33548,1,2011,4906674,64.45,65,58,64
92893,1,2020,1498256,83.1,82,84,-1
48271,1,2014,2343890,97.0,69,48,97
52012,2,2007,4221435,70.55000000000001,70,71,-1
63136,1,2014,3069364,90.25,95,90,-1
42514,2,2006,2822184,71.6,98,54,-1
37087,2,2016,2667748,92.0,92,42,92
30466,1,2008,1892936,77.80000000000001,77,78,-1
49990,1,2006,1024391,73.55,82,69,-1
36032,2,2010,6586480,69.6,80,49,64
67380,1,2001,5771668,75.6,90,66,-1
30429,1,2008,8671174,70.0,82,45,67
52861,1,2019,2491115,74.2,67,79,-1
56193,2,2020,4490096,74.19999999999999,63,50,79
71634,2,2003,6684108,92.0,68,100,-1
22316,2,2012,7667859,85.0,97,73,-1
74023,1,2010,5295873,89.25,66,48,97
75287,1,2018,6100092,74.5,99,64,-1
67380,1,2001,6177937,84.0,63,55,98
58606,2,2008,7288213,71.0,90,70,-1
25603,1,2001,2600776,75.69999999999999,75,76,-1
44919,2,2009,7982453,78.4,91,70,-1
50593,1,2008,1192863,85.65,61,52,90
18282,2,2005,1159949,85.0,93,83,-1
95578,2,2011,7812092,75.25,61,80,-1
41712,1,2010,2535260,55.0,83,59,55
74059,2,2014,3644922,80.75,68,44,83
50892,1,2008,6964762,64.4,62,41,65
51955,1,2006,8926520,94.0,64,94,-1
66390,2,2009,4737117,72.25,68,73,-1
20107,1,2001,2129700,83.2,84,47,83
30041,2,2015,4221435,86.25,70,62,95
15282,2,2000,2863690,94.0,64,94,-1
77650,2,2009,9560930,97.3,65,99,-1
40439,1,2018,9864732,89.5,90,89,-1
90331,2,2001,6373635,79.4,86,75,-1
71634,2,2003,4977298,89.25,84,91,-1
13876,2,2006,5509649,85.6,97,78,-1
80742,1,2008,2253393,63.60000000000001,66,63,63
39024,1,2019,1388185,72.8,91,63,-1
49990,1,2006,4569202,74.25,84,69,-1
62574,1,2004,7637046,71.0,92,57,-1
51050,1,2009,5741877,52.1,64,49,50
98403,1,2005,1620490,80.0,62,80,-1
73747,1,2002,3875211,57.4,60,43,56
15270,1,2017,9525773,74.35,62,81,-1
26045,1,2012,8582049,94.50000000000001,99,94,-1
92048,1,2004,6076362,96.0,96,96,-1
35962,1,2014,1901613,71.95,78,67,-1
88430,1,2000,3042995,84.5,69,100,-1
76167,1,2006,4336480,70.8,94,65,-1
94050,2,2009,3785966,65.9,78,56,-1
43751,1,2003,8344758,67.8,90,53,-1
92048,1,2004,2669878,66.0,63,65,69
48286,2,2014,4515927,81.5,68,49,83
96268,2,2016,1996770,88.8,75,98,-1
54012,1,2000,7914098,79.3,87,76,-1
84753,1,2020,4890765,71.6,94,41,62
15402,2,2007,1229305,87.0,71,91,-1
62360,1,2009,6750414,89.7,88,90,-1
79495,1,2009,2316921,62.2,73,46,55
58088,1,2004,2134184,69.4,91,64,-1
47244,1,2007,4912665,88.6,76,90,-1
58606,1,2009,3316882,55.0,60,56,50
62574,2,2017,9095102,70.0,65,54,70
37087,2,2016,7799637,83.75,88,83,-1
92893,1,2020,1996770,93.25,96,91,-1
37396,2,2012,4797520,91.60000000000001,62,57,99
99715,2,2001,6953162,64.2,73,53,62
52126,1,2005,7947185,74.2,95,69,-1
39008,2,2002,7864387,63.6,74,58,-1
47244,1,2007,6886079,84.80000000000001,74,86,-1
42780,1,2018,8513546,89.9,69,91,-1
96339,1,2014,1183292,69.1,95,58,-1
35962,1,2014,8895303,73.95,69,58,78
56193,2,2020,2423302,93.89999999999999,89,96,-1
74023,2,2000,1185925,80.8,86,78,-1
64142,1,2013,2113808,55.599999999999994,76,63,52
18282,2,2013,6843093,69.8,67,71,-1
45463,2,2018,2721648,83.5,88,82,-1
30466,1,2008,1241673,69.60000000000001,92,57,64
10892,2,2005,5667574,69.30000000000001,99,45,-1
56562,1,2014,4645172,78.3,64,40,86
20107,1,2005,1717528,86.4,64,92,-1
49990,1,2000,2436394,65.60000000000001,89,63,-1
40385,1,2018,5029611,59.0,70,58,59
74023,1,2010,1892936,55.25,65,55,52
84753,1,2020,2178373,71.8,83,67,-1
96268,2,2016,8141785,68.9,68,69,-1
36370,1,2016,3479058,73.4,77,71,-1
84976,2,2016,4277147,87.0,84,87,-1
33402,2,2019,9395357,99.0,66,99,-1
48540,2,2008,8191814,68.25,96,59,-1
64296,2,2011,9064510,61.0,70,61,-1
15282,1,2003,5595857,77.39999999999999,74,78,-1
74802,1,2010,4756658,89.5,61,99,-1
59395,1,2012,7272992,62.099999999999994,95,48,-1
20107,1,2010,7425730,95.15,98,95,-1
31595,1,2010,9722941,96.0,99,93,-1
58606,1,2009,9332251,88.0,85,91,-1
40667,2,2005,8620836,83.24999999999999,79,84,-1
63891,1,2015,5791393,79.5,96,66,-1
85553,1,2006,4283341,69.5,61,78,-1
36530,2,2003,2006337,61.300000000000004,60,49,62
62574,2,2017,6014895,76.0,82,76,-1
77650,2,2009,7351718,88.14999999999999,91,88,-1
30429,1,2004,3085034,94.05000000000001,88,99,-1
36032,2,2004,3984901,64.6,94,52,-1
18548,1,2003,9701218,69.1,71,47,69
86184,1,2006,6643440,76.5,77,76,-1
98878,2,2017,7792566,80.0,64,84,-1
15282,2,2016,5593833,76.0,87,67,-1
39024,1,2019,8291994,64.75,68,63,-1
58517,2,2005,6316307,91.0,69,51,91
81445,2,2017,7346033,68.4,82,66,-1
37060,2,2019,5559825,60.95,79,51,60
47465,2,2013,9156801,85.25,68,41,91
26406,2,2008,6886206,73.75,61,76,-1
56193,2,2007,1405576,98.69999999999999,98,99,-1
44919,1,2015,7368825,88.7,74,52,95
75814,1,2014,4290437,61.8,72,55,-1
83995,1,2001,9450461,60.65,70,62,59
47465,2,2019,3741868,74.5,91,61,-1
36530,2,2009,7366699,82.8,60,98,-1
35962,1,2014,3872352,80.6,85,77,-1
74410,2,2007,2722131,74.85,74,75,-1
31981,1,2012,4404452,81.5,65,45,87
80245,1,2015,6853759,78.2,68,80,-1
42780,1,2018,6821932,56.949999999999996,75,53,56
36032,2,2004,8607479,83.6,64,44,92
52126,1,2005,2146662,74.0,86,41,71
84597,1,2009,1713660,78.5,68,46,89
58088,1,2004,5648480,85.6,64,41,91
35978,1,2003,5421792,64.9,70,47,64
84597,2,2013,2895651,74.8,100,58,-1
37060,1,2003,8719419,71.8,70,46,73
66390,2,2009,1812062,60.8,88,56,-1
66390,1,2019,4977298,88.3,89,88,-1
56562,1,2014,5103998,63.699999999999996,78,56,-1
81445,1,2013,4404452,60.8,93,47,-1
58076,1,2018,2698483,91.25,89,92,-1
65723,2,2001,4290437,80.69999999999999,87,78,-1
65723,2,2001,4515927,74.6,83,71,-1
51050,1,2009,9112872,57.05,63,53,56
81573,1,2010,4571258,77.65,65,88,-1
59621,2,2003,3047020,88.0,87,88,-1
88430,1,2000,7873369,72.0,61,41,83
15270,1,2017,4745587,99.65,99,100,-1
86959,1,2004,9769587,90.25,74,99,-1
30429,1,2004,7914098,96.75,94,99,-1
56193,2,2007,5559825,70.8,75,69,-1
58517,1,2007,3277465,66.8,78,62,-1
66081,2,2000,4088588,79.9,92,70,-1
15282,2,2000,6512564,69.0,89,69,-1
31981,1,2012,4335077,98.5,94,100,-1
56193,2,2007,6811430,72.2,89,65,-1
64296,2,2011,1911321,58.0,82,58,58
31981,1,2012,2129700,71.75,86,45,67
37713,2,2018,2079657,69.3,88,66,-1
40667,2,2011,9450461,72.55000000000001,94,55,-1
92893,2,2015,1720795,66.19999999999999,65,67,-1
18282,2,2005,2006337,88.8,84,90,-1
28155,1,2008,8765515,93.4,87,47,95
30797,2,2000,7522245,60.5,74,56,-1
74023,1,2002,4060223,85.0,75,85,-1
65998,2,2000,6168394,85.3,86,85,-1
95578,2,2020,3047020,80.0,77,80,-1
65715,1,2016,1124687,77.0,61,77,-1
40048,1,2020,9722941,73.7,66,80,-1
10892,2,2004,7277752,91.24999999999999,77,92,-1
52012,2,2007,3189607,76.55000000000001,65,86,-1
73554,2,2004,5037932,90.5,91,90,-1
89114,2,2015,2414707,72.60000000000001,79,71,-1
89372,1,2020,9217830,73.4,71,75,-1
71661,2,2014,1024366,72.35,60,73,-1
33548,1,2011,1241673,76.9,89,67,-1
16221,2,2012,9709142,62.400000000000006,66,58,62
35978,1,2003,3946770,64.39999999999999,78,62,-1
79007,2,2017,6828215,92.5,61,47,96
99929,2,2020,1565018,60.2,89,53,-1
62574,1,2004,9299120,71.2,61,78,-1
26827,2,2019,9865996,84.5,95,80,-1
69914,1,2018,7335969,51.949999999999996,70,60,51
37060,1,2003,5374064,87.0,72,97,-1
79651,1,2009,2287054,85.10000000000001,68,86,-1
42780,1,2018,2795744,63.0,82,62,-1
28155,1,2016,9028190,79.05000000000001,62,53,93
90331,2,2001,3528110,72.0,60,41,80
83034,1,2017,2746633,80.0,89,40,77
40385,1,2018,1081381,61.0,85,43,61
58088,1,2004,1911321,93.4,87,95,-1
72316,2,2015,5246637,71.0,68,73,-1
18548,1,2003,1844386,72.69999999999999,86,72,-1
14390,1,2006,9090837,54.65,64,50,53
73747,1,2002,4290437,79.4,69,42,85
63122,1,2002,5374064,61.4,95,47,-1
36844,2,2015,2542564,94.6,73,97,-1
94050,2,2009,8065879,82.05000000000001,65,96,-1
48117,1,2015,5448518,63.8,95,47,-1
82740,1,2007,4816106,69.0,64,69,-1
71661,2,2014,1336012,65.55,95,50,64
34701,2,2012,1433683,82.85,90,77,-1
56562,1,2014,4400774,70.35,71,70,-1
39194,2,2019,6846640,81.0,69,84,-1
30797,2,2000,5985553,81.0,69,85,-1
30041,2,2015,1919142,88.5,95,85,-1
88812,2,2006,8895303,64.2,93,57,-1
15282,1,2003,8881394,94.39999999999999,74,98,-1
95936,2,2016,2840289,79.2,96,68,-1
14246,2,2012,2552916,68.0,86,50,-1
33548,1,2011,6651534,83.05,66,97,-1
22316,1,2001,8088886,75.15,68,55,79
68669,1,2014,9347142,67.2,71,67,-1
83034,1,2017,4890765,61.75,64,61,-1
95578,2,2020,3704145,98.0,70,58,98
48117,1,2015,4885116,60.25,96,41,-1
98878,2,2017,9395357,89.80000000000001,81,92,-1
18282,2,2013,5559825,91.8,75,41,99
97631,2,2000,3322475,74.25,93,68,-1
51399,2,2000,4571358,73.5,60,78,-1
65715,1,2006,4819779,91.5,60,61,95
66390,2,2009,7346033,79.15,63,55,82
86070,2,2007,1183292,85.95,80,46,87
96339,1,2014,9332251,67.0,81,61,-1
50593,1,2008,4363088,79.95,91,78,-1
33230,1,2000,7361259,83.75,83,48,84
36032,2,2010,3479058,78.55000000000001,100,67,-1
26045,1,2012,8739288,51.6,66,41,50
25826,1,2017,1504850,63.3,69,64,63
59621,2,2003,7510029,87.0,73,46,87
31981,1,2012,5669700,83.5,100,78,-1
46119,1,2003,6687933,61.2,82,56,-1
68318,2,2011,6953162,77.44999999999999,86,77,-1
49990,1,2000,7975890,66.1,85,54,64
58088,1,2004,1774962,74.0,70,60,75
68318,2,2011,9989719,74.05,94,73,-1
88812,1,2013,5648480,66.4,73,62,-1
67291,1,2005,4542873,71.25,90,65,-1
21192,2,2017,8871851,75.15,68,79,-1
18282,2,2018,5637259,70.1,91,40,69
89786,2,2018,4599398,84.60000000000001,75,87,-1
95578,2,2011,2346915,79.0,88,54,76
52126,1,2005,9493888,73.60000000000001,84,50,71
72316,2,2015,9754692,76.0,64,84,-1
82173,2,2010,3905103,87.35000000000001,61,92,-1
88430,1,2019,6886079,61.7,89,47,-1
95936,1,2007,6584016,77.0,86,74,-1
84976,2,2016,8828702,84.0,97,48,84
80307,1,2008,9782918,93.19999999999999,97,54,93
88431,1,2006,4502509,70.25,98,61,-1
99478,1,2010,4937046,78.0,93,55,78
20002,1,2014,4328606,83.25,97,72,-1
56562,1,2014,1175571,67.4,96,52,-1
67291,1,2005,2451648,87.25,61,96,-1
14390,1,2006,6316307,63.599999999999994,67,56,63
81927,2,2006,6335164,91.3,76,94,-1
50593,1,2008,4391730,59.699999999999996,75,53,57
50491,2,2002,7735706,82.5,87,62,82
95936,2,2018,7837649,72.89999999999999,82,40,69
51050,1,2015,3383775,95.2,61,99,-1
72556,2,2003,1251116,76.6,91,67,-1
15588,2,2007,6914548,66.5,69,64,-1
81445,2,2017,1796160,76.85,93,74,-1
80245,1,2015,8132516,95.0,78,98,-1
74059,2,2002,4167112,71.5,93,50,-1
15270,1,2017,2806090,71.5,78,68,-1
10892,2,2004,2954086,80.75,95,41,80
99327,2,2001,5720278,71.35,85,64,-1
11017,2,2006,9926459,62.0,89,40,62
25826,2,2006,3678353,77.2,88,76,-1
65715,1,2016,4336480,89.0,98,89,-1
58076,1,2018,3328940,72.0,72,72,-1
45413,2,2000,9514458,84.9,94,80,-1
96268,1,2015,6144572,84.5,70,99,-1
99929,1,2001,6843093,67.8,66,60,69
85553,2,2014,3889966,90.5,84,50,94
16301,1,2011,6997454,73.0,93,68,-1
25853,1,2016,5633024,73.5,72,74,-1
53872,2,2013,6942519,76.1,95,68,-1
30797,2,2000,9957509,55.5,60,53,54
98878,2,2017,7523225,63.0,67,62,-1
41712,1,2010,9865996,70.0,75,47,70
64296,2,2011,8201763,83.0,65,83,-1
58517,1,2007,6486741,97.69999999999999,97,98,-1
15282,2,2000,2343890,86.0,94,86,-1
50491,2,2002,1070048,76.50000000000001,99,74,-1
99929,1,2001,1376261,70.19999999999999,75,47,67
92016,1,2018,5645833,96.85000000000001,93,100,-1
80245,2,2008,3765014,78.0,63,93,-1
52012,2,2007,2346030,77.25,80,75,-1
68318,2,2011,9268879,69.5,60,50,70
83034,2,2006,8589506,95.55,91,42,98
82173,2,2015,1720795,79.0,61,81,-1
27266,2,2014,1987819,72.7,79,46,70
63891,1,2015,4283341,80.9,93,71,-1
76167,1,2006,5037932,80.6,83,43,80
58088,2,2010,1860984,71.75,71,72,-1
51399,2,2000,1262757,67.25,89,60,-1
67380,1,2001,7636378,70.0,94,40,54
79651,1,2009,2599610,66.25,90,58,65
27919,2,2005,9969591,81.6,74,82,-1
58088,1,2004,7657213,60.8,64,44,60
74023,1,2010,7945019,69.5,86,64,-1
68669,1,2020,1915683,70.0,78,68,-1
85553,1,2002,2134831,74.70000000000002,89,63,-1
93947,1,2004,2183317,69.4,99,62,-1
96765,2,2007,1713660,64.5,69,64,-1
52126,1,2010,7366699,77.3,83,46,77
88431,1,2006,4439169,80.75,62,87,-1
21591,1,2016,4370884,86.2,79,91,-1
75814,1,2014,9563883,83.0,62,97,-1
76309,2,2014,3820328,69.3,71,69,-1
21323,2,2007,2942920,74.3,80,43,74
11017,2,2020,8045060,78.45,98,75,-1
21415,1,2010,7917248,94.25,86,97,-1
20002,1,2014,2840289,74.3,71,77,-1
69914,1,2018,1148341,98.9,78,100,-1
92893,2,2015,5937487,69.6,72,68,-1
79638,2,2006,3180611,84.0,79,84,-1
37987,2,2005,1524928,87.25,66,56,91
78834,2,2002,7637046,74.6,86,63,74
90432,2,2005,1208786,74.4,100,68,-1
74059,2,2014,2189063,92.75,97,49,92
50614,1,2020,4816106,93.6,96,92,-1
16321,2,2017,6853759,91.7,95,89,-1
48271,1,2001,9612777,96.2,98,96,-1
63122,1,2002,5692935,75.5,100,65,-1
74802,2,2018,3539161,65.75,74,63,-1
94121,1,2007,3052609,93.89999999999999,99,50,93
27919,2,2008,8871851,79.80000000000001,67,61,83
27266,2,2014,2016119,64.3,86,55,-1
45463,2,2018,6687933,87.75,96,85,-1
89114,2,2015,4063086,85.6,68,90,-1
15282,1,2006,2698613,75.60000000000001,74,76,-1
42780,1,2015,3788558,66.05,82,53,-1
20107,1,2001,5577037,53.800000000000004,65,60,51
11017,2,2020,1497560,74.2,81,73,-1
65674,1,2002,4470305,79.75,67,84,-1
36844,2,2015,9138789,78.8,95,77,-1
81573,2,2018,1867842,79.35,70,87,-1
51399,2,2000,8489445,83.25,63,63,90
81865,2,2005,4335077,85.85000000000001,67,44,96
45463,2,2018,1192863,92.0,80,54,96
65621,2,2011,1267907,64.2,66,63,-1
30041,2,2001,9803003,79.30000000000001,82,46,79
92893,1,2020,7427872,79.30000000000001,87,73,-1
15282,1,2003,5833479,60.0,60,48,60
79495,1,2009,4400774,78.4,100,64,-1
66081,2,2000,4595547,58.5,64,40,54
73554,2,2004,6307481,64.5,85,44,-1
74410,2,2004,4131852,92.5,70,100,-1
56867,2,2017,8559328,65.75,95,56,-1
88949,1,2011,1812062,94.3,95,94,-1
18282,2,2018,3032991,93.2,78,94,-1
25853,1,2016,4245949,91.75,67,100,-1
43284,2,2000,1884878,77.60000000000001,81,48,77
57266,1,2017,5398065,66.7,73,66,-1
69914,1,2018,4490096,85.95,85,51,86
62360,2,2003,9581098,89.5,97,82,-1
15588,2,2007,8620836,86.5,78,95,-1
44919,2,2009,9560930,66.8,65,68,-1
30429,1,2008,4040374,78.2,75,48,79
31861,2,2009,7873369,85.69999999999999,92,83,-1
68318,2,2011,9013198,93.45,64,95,-1
42713,2,2000,9691795,54.0,79,52,54
44919,1,2013,5973821,76.89999999999999,65,79,-1
53872,1,2004,4797520,96.39999999999999,85,97,-1
55129,2,2006,1215021,65.0,61,44,65
56193,2,2007,3656886,86.5,97,82,-1
31861,2,2009,6687933,63.8,61,65,-1
28886,1,2006,8168944,72.30000000000001,91,57,-1
66081,2,2000,7159795,60.400000000000006,67,55,-1
36530,2,2009,5398065,73.6,70,43,76
36032,2,2010,3052609,81.5,75,47,85
48117,1,2015,2025699,83.25,67,49,92
70245,2,2016,3549724,61.6,80,57,-1
35497,1,2016,2784886,54.39999999999999,68,41,52
10892,2,2004,6828858,77.0,96,55,76
82598,1,2012,2331057,67.0,94,43,67
55150,1,2006,7611420,68.25,64,69,-1
95936,2,2016,1376261,92.19999999999999,85,97,-1
62360,1,2009,5197160,71.75,93,48,68
58606,1,2009,3423156,75.5,94,57,-1
90922,2,2006,7004612,84.1,82,53,85
30041,2,2001,3014953,66.4,79,65,-1
15282,2,2016,1071369,64.7,68,53,62
79651,2,2008,2088153,80.39999999999999,94,78,-1
69914,1,2018,4370884,80.35,87,40,80
79495,1,2009,3145694,88.19999999999999,90,87,-1
92048,1,2003,6666956,95.99999999999999,79,99,-1
52126,1,2005,4151690,60.00000000000001,76,56,-1
27919,2,2008,4786943,65.4,71,64,-1
45463,2,2018,3741868,90.25,76,95,-1
92623,2,2005,2099207,65.3,77,59,-1
28886,1,2006,9260588,69.30000000000001,88,41,54
81927,2,2006,4131852,88.85,88,89,-1
52861,1,2018,6335164,85.15,65,96,-1
58088,2,2010,1145591,74.0,77,73,-1
37060,2,2019,2854236,88.3,75,89,-1
84084,1,2017,9599105,93.4,85,99,-1
34701,1,2013,2911459,69.69999999999999,85,67,-1
70027,1,2018,7053230,80.0,63,57,97
79638,2,2006,7280777,89.0,76,45,89
78834,2,2019,8710449,70.4,77,65,-1
15270,1,2018,3125207,85.95,63,90,-1
58517,2,2005,3731108,74.0,61,44,74
67380,2,2015,1123383,66.55,88,55,-1
40048,1,2020,2423302,88.25,91,86,-1
31861,2,2009,1543674,86.3,80,41,89
46361,1,2015,2620879,57.75,60,45,57
56193,2,2020,4568404,62.3,91,50,-1
58076,1,2018,7637046,85.0,82,86,-1
31981,1,2000,2253393,80.19999999999999,87,79,-1
83034,1,2017,5295873,69.75,96,61,-1
39024,2,2019,8644426,69.39999999999999,82,64,-1
57266,1,2017,8309321,88.9,79,49,90
88430,1,2019,7571892,80.45,85,78,-1
74984,1,2017,7789141,84.5,96,73,-1
97631,2,2000,4681230,82.75,100,77,-1
16221,2,2012,9450461,71.0,80,70,-1
88496,1,2007,2451648,88.75,85,90,-1
26827,2,2019,1880927,94.3,81,100,-1
47465,2,2016,3770315,95.15,99,92,-1
58088,2,2010,9247190,77.5,64,82,-1
55150,1,2010,2250242,92.25,84,99,-1
18548,1,2003,8683653,87.05,69,42,88
65674,1,2002,1437222,73.25,80,47,71
48271,1,2001,8326015,71.7,87,44,70
99327,2,2001,4460578,86.2,81,89,-1
85553,1,2002,1146892,73.8,66,79,-1
52861,1,2019,5295873,79.80000000000001,63,91,-1
84753,1,2020,8741489,75.8,66,49,80
16301,1,2011,5937487,55.2,72,57,51
39194,2,2019,3423156,92.4,70,98,-1
96268,1,2015,6681389,60.5,74,47,-1
50892,1,2008,2290538,70.4,80,68,-1
96339,2,2008,3796454,77.0,95,65,-1
81865,2,2005,2134831,91.7,80,98,-1
25826,1,2017,7667859,68.1,70,47,68
16221,2,2012,3042995,78.4,82,78,-1
65723,2,2001,6316307,63.69999999999999,77,58,-1
71661,2,2014,8344758,74.14999999999999,96,73,-1
30429,1,2004,9495706,62.1,72,44,54
31595,1,2010,6853759,74.0,66,82,-1
68318,2,2011,9722941,78.0,78,78,-1
36530,2,2003,8736699,64.4,93,49,-1
92016,1,2018,2722131,80.25,94,69,-1
75677,2,2006,8891491,86.2,79,88,-1
25853,2,2001,6203236,66.0,60,65,66
74410,2,2001,4756658,81.9,61,42,99
65998,1,2006,4370884,76.05000000000001,81,72,-1
30429,1,2016,6711118,59.8,91,41,52
84597,1,2009,7819441,68.0,95,41,-1
70245,2,2016,6818635,90.4,96,89,-1
66390,2,2009,2343890,83.8,60,88,-1
65715,1,2006,8673003,96.10000000000001,70,99,-1
76309,2,2014,4681230,65.8,76,64,-1
47244,1,2007,9555551,86.0,68,88,-1
72316,1,2013,3498583,63.599999999999994,87,51,-1
84269,1,2015,6988009,81.89999999999999,77,84,-1
64142,1,2013,3307607,93.74999999999999,64,99,-1
21192,2,2017,3959694,92.05,94,91,-1
67380,2,2015,8201763,70.8,63,75,-1
89114,2,2015,5524535,75.0,63,78,-1
65715,1,2006,6563120,97.9,79,59,100
95578,2,2011,1812062,90.25,73,96,-1
88430,1,2019,3047020,81.45,60,93,-1
15282,2,2016,8045060,77.4,84,72,-1
98403,1,2005,4643170,95.0,64,95,-1
65998,1,2006,4797520,63.75,61,66,-1
45413,2,2000,9013198,91.2,99,87,-1
99929,1,2001,9596102,72.6,78,51,69
35497,2,2018,1215021,65.19999999999999,82,58,-1
35978,1,2003,6584016,65.94999999999999,60,43,67
72305,2,2006,1901613,70.45,71,70,-1
59395,1,2012,9472635,65.19999999999999,82,58,-1
74059,2,2014,7862799,86.55,84,87,-1
73747,1,2002,6853759,90.55,99,86,-1
31981,1,2000,3311674,81.89999999999999,87,50,81
73554,2,2004,8683653,76.0,67,85,-1
28155,1,2016,3868841,77.0,66,86,-1
10892,2,2005,5397555,86.80000000000001,89,85,-1
67291,1,2010,7446996,72.2,68,75,-1
36844,2,2015,4691903,83.10000000000001,75,84,-1
62977,2,2008,8925982,60.8,85,41,-1
27266,2,2014,1304031,65.5,62,67,-1
93831,2,2012,8972550,71.5,81,71,-1
21192,2,2017,3328434,93.4,83,99,-1
59183,1,2010,3903712,84.64999999999999,77,86,-1
15402,2,2007,7837649,88.2,69,51,93
39008,1,2002,5246637,87.2,68,100,-1
95936,2,2018,2320462,64.5,75,60,-1
27266,2,2014,7211792,81.1,79,82,-1
44058,1,2006,6497758,89.4,79,92,-1
88430,1,2000,1336012,72.0,90,54,-1
31595,1,2006,7523225,99.4,98,100,-1
50623,2,2011,1109661,78.0,90,70,-1
86959,1,2004,9147139,84.8,90,50,82
21323,2,2007,3404558,81.19999999999999,66,82,-1
40667,2,2005,7873369,61.0,61,61,-1
40385,1,2018,5127552,90.0,68,90,-1
71661,1,2014,1333871,73.1,92,47,71
30429,1,2008,6587803,81.60000000000001,92,79,-1
80307,1,2008,7588955,68.15,90,67,-1
82598,1,2012,3047020,94.0,60,47,94
20107,1,2001,9112083,85.6,64,47,91
72556,2,2003,6209525,73.0,76,71,-1
72556,2,2003,4370884,78.2,92,40,69
38064,2,2000,5577037,80.15,64,81,-1
79495,1,2009,2620879,76.4,77,76,-1
39008,1,2002,3277465,71.0,77,47,67
86959,1,2004,6144572,73.45,91,64,-1
55129,2,2006,2397551,77.0,69,77,-1
34701,2,2012,1361465,77.75,97,62,-1
66390,1,2009,3774432,70.0,76,70,-1
71661,2,2014,9976423,91.1,74,52,92
16321,1,2008,6753811,67.35,92,63,-1
88812,2,2006,3316882,75.4,81,74,-1
83034,2,2006,4063086,73.7,75,73,-1
30429,1,2004,4979223,96.85000000000001,93,100,-1
64296,2,2011,1183292,85.0,72,85,-1
19565,1,2017,9976423,70.39999999999999,69,71,-1
58606,1,2009,6000754,66.5,80,53,-1
44058,1,2006,3838349,88.20000000000002,73,92,-1
99327,2,2001,6418055,67.44999999999999,98,51,-1
16321,2,2017,9345090,77.45,78,77,-1
84738,2,2013,4225723,65.4,63,67,-1
58088,2,2020,8828702,95.0,63,50,95
31861,2,2009,8559328,64.8,97,51,-1
56193,2,2007,4283341,78.6,94,72,-1
53872,1,2004,5127552,67.4,75,67,-1
25826,1,2017,6316307,69.0,88,68,-1
22316,2,2012,1267907,93.0,93,93,-1
98403,1,2005,7819441,75.0,71,75,-1
85553,1,2002,4035779,76.6,67,83,-1
92919,2,2006,5397555,71.15,64,77,-1
97631,2,2000,8088886,84.25,85,53,84
61022,2,2004,1892936,60.599999999999994,91,59,59
96744,2,2010,2600569,74.75,74,47,75
31595,1,2006,9013198,75.3,76,75,-1
57266,1,2017,1703587,86.3,71,52,88
54012,1,2000,5624782,69.89999999999999,72,69,-1
23242,1,2016,2749415,62.65,72,56,61
50623,2,2011,6423347,68.8,79,62,-1
81927,2,2006,7237483,72.19999999999999,96,68,-1
47465,2,2009,2719573,82.5,73,56,83
59395,1,2012,6178578,72.8,70,45,74
75814,1,2014,6178578,95.6,98,94,-1
36370,1,2016,5686440,82.0,70,90,-1
83995,1,2001,6853759,88.8,99,87,-1
84738,2,2013,4400774,83.80000000000001,88,81,-1
50614,1,2020,4691903,93.8,95,93,-1
14246,2,2012,3766356,72.5,97,48,-1
64296,2,2011,3824059,65.0,63,65,-1
67291,1,2006,3032991,80.0,68,40,84
20002,2,2010,6307481,69.5,66,49,71
40667,2,2011,2696644,60.25000000000001,74,49,-1
72305,2,2006,7611420,91.75,89,94,-1
75677,2,2006,7114608,92.80000000000001,80,96,-1
69914,1,2018,1384078,73.75,69,74,-1
96339,1,2014,5357468,68.0,89,54,59
27266,2,2014,8458611,83.69999999999999,90,81,-1
74802,1,2010,6942519,68.5,64,70,-1
55129,2,2006,4681230,64.0,70,64,-1
50614,1,2014,6843093,61.150000000000006,76,49,-1
51050,2,2011,7361259,92.0,88,93,-1
68669,1,2004,1428273,88.0,88,88,-1
74984,1,2017,7883180,72.5,63,82,-1
30041,2,2001,8938657,68.6,65,69,-1
74802,1,2010,5595448,73.0,70,54,74
39194,2,2019,5492819,76.2,69,54,78
84269,2,2019,9612777,79.45,71,84,-1
27821,1,2002,4885116,83.75,83,84,-1
37987,2,2005,1437222,66.2,73,65,-1
29684,2,2020,5285544,93.24999999999999,89,94,-1
90269,2,2016,9143664,81.7,88,81,-1
90269,2,2016,5956531,58.4,89,57,55
21323,2,2007,2866605,73.6,85,73,-1
65715,1,2016,7348825,76.0,99,65,76
90432,2,2005,8060246,81.2,82,81,-1
67380,1,2001,1696551,92.4,81,100,-1
82740,1,2007,9217847,54.0,63,50,54
88812,2,2005,5669700,68.8,74,66,-1
74059,2,2014,9493888,73.25,86,71,-1
48117,1,2015,5726173,86.3,98,80,-1
88430,1,2000,3204663,74.5,94,55,-1
65723,1,2013,7351718,85.2,63,100,-1
82173,2,2010,2087935,83.55,64,87,-1
84597,1,2012,8401152,67.5,81,63,-1
27919,2,2008,1867842,81.60000000000001,92,79,-1
